國民中學校別資料																							
102 學年度 SY2013-2014																							
縣市代碼	縣市名稱	學校代碼	學校名稱	班級數	7年級	8年級	9年級	學生數	男學生	女學生	7年級男	7年級女	8年級男	8年級女	9年級男	9年級女	上學年畢業生	上學年男畢業生	上學年女畢業生	男專任教師	女專任教師	男職員	女職員
50	高雄市	523504	市立七賢國中	43	16	15	12	"1,284"	729	555	252	189	269	202	208	164	363	195	168	28	74	3	7
50	高雄市	533501	市立左營國中	70	25	22	23	"2,369"	"1,244"	"1,125"	456	384	398	368	390	373	723	342	381	48	111	3	12
50	高雄市	533502	市立大義國中	32	10	11	11	792	392	400	114	138	132	146	146	116	316	169	147	24	56	4	7
50	高雄市	533503	市立立德國中	16	6	5	5	386	198	188	75	59	57	80	66	49	137	79	58	16	26	1	7
50	高雄市	533504	市立龍華國中	78	26	27	25	"2,599"	"1,367"	"1,232"	438	412	491	419	438	401	897	472	425	39	136	3	14
50	高雄市	533505	市立福山國中	84	28	29	27	"2,870"	"1,461"	"1,409"	483	476	516	479	462	454	923	495	428	48	144	2	13
50	高雄市	540301	國立中山大學附屬國光高中	18	6	6	6	550	273	277	85	105	90	91	98	81	191	101	90	-	-	-	-
50	高雄市	543501	市立楠梓國中	64	21	22	21	"2,004"	"1,000"	"1,004"	330	335	344	348	326	321	727	369	358	41	106	5	8
50	高雄市	543502	市立右昌國中	54	17	19	18	"1,656"	883	773	266	227	317	263	300	283	571	275	296	49	78	-	11
50	高雄市	543503	市立後勁國中	25	8	9	8	648	358	290	121	90	120	106	117	94	268	144	124	12	53	2	6
50	高雄市	543504	市立國昌國中	53	18	18	17	"1,828"	981	847	314	300	339	286	328	261	544	287	257	35	86	2	12
50	高雄市	543505	市立翠屏國中(小)	22	8	7	7	547	278	269	104	87	93	80	81	102	232	125	107	24	30	6	9
50	高雄市	551301	私立立志高中附設國中部	18	6	6	6	712	396	316	154	93	107	130	135	93	240	151	89	-	-	-	-
50	高雄市	553501	市立鼎金國中	45	15	15	15	"1,195"	581	614	180	193	206	207	195	214	403	218	185	31	73	3	10
50	高雄市	553502	市立三民國中	58	19	20	19	"1,700"	893	807	285	251	335	274	273	282	540	274	266	41	91	3	10
50	高雄市	553503	市立民族國中	41	13	15	13	"1,063"	532	531	159	159	207	196	166	176	395	192	203	23	81	2	10
50	高雄市	553504	市立陽明國中	108	36	36	36	"3,594"	"1,860"	"1,734"	630	529	613	623	617	582	"1,291"	667	624	58	177	2	19
50	高雄市	553505	市立正興國中	70	24	23	23	"2,211"	"1,172"	"1,039"	389	344	403	351	380	344	812	408	404	40	125	1	15
50	高雄市	563301	市立新興高中附設國中部	27	10	8	9	762	354	408	134	148	107	138	113	122	277	131	146	-	-	-	-
50	高雄市	573501	市立前金國中	33	10	11	12	850	409	441	117	137	147	154	145	150	334	186	148	28	56	2	6
50	高雄市	580301	國立高師附中附設國中部	12	4	4	4	383	197	186	59	67	63	65	75	54	124	69	55	-	-	-	-
50	高雄市	581301	私立復華高中附設國中部	12	4	4	4	480	302	178	108	61	95	59	99	58	133	75	58	-	-	-	-
50	高雄市	581302	私立道明中學附設國中部	43	15	14	14	"1,764"	974	790	316	286	331	243	327	261	592	305	287	-	-	-	-
50	高雄市	583301	市立中正高中附設國中部	38	12	12	14	"1,064"	565	499	175	153	181	163	209	183	378	196	182	-	-	-	-
50	高雄市	583501	市立苓雅國中	27	9	9	9	717	333	384	104	114	116	140	113	130	258	123	135	20	51	1	9
50	高雄市	583502	市立五福國中	90	30	30	30	"2,898"	"1,525"	"1,373"	483	456	538	448	504	469	"1,048"	535	513	41	156	2	14
50	高雄市	583503	市立大仁國中	21	7	7	7	497	284	213	83	62	96	82	105	69	163	90	73	14	42	1	9
50	高雄市	583505	市立英明國中	41	13	15	13	"1,163"	627	536	195	157	244	199	188	180	522	259	263	27	72	2	11
50	高雄市	591501	私立優佳國中	6	2	2	2	69	43	26	14	12	17	8	12	6	12	4	8	6	5	1	1
50	高雄市	593302	市立瑞祥高中附設國中部	63	21	21	21	"2,057"	"1,069"	988	369	311	373	341	327	336	713	355	358	-	-	-	-
50	高雄市	593501	市立獅甲國中	28	10	9	9	696	336	360	110	136	124	116	102	108	240	123	117	33	44	3	6
50	高雄市	593502	市立前鎮國中	35	12	11	12	968	482	486	166	158	151	155	165	173	333	170	163	23	61	2	9
50	高雄市	593503	市立瑞豐國中	24	7	9	8	636	312	324	94	82	118	132	100	110	222	115	107	18	42	3	6
50	高雄市	593504	市立光華國中	33	11	11	11	924	445	479	144	147	159	168	142	164	304	159	145	19	70	2	10
50	高雄市	593505	市立興仁國中	13	4	5	4	260	165	95	56	31	67	36	42	28	75	45	30	9	27	-	7
50	高雄市	603501	市立旗津國中	17	6	6	5	445	243	202	81	69	94	68	68	65	136	52	84	18	27	4	5
50	高雄市	613501	市立小港國中	61	19	22	20	"1,756"	922	834	280	255	349	282	293	297	563	309	254	41	100	4	8
50	高雄市	613502	市立鳳林國中	16	5	5	6	332	190	142	67	47	59	46	64	49	107	52	55	13	31	1	7
50	高雄市	613503	市立中山國中	63	21	21	21	"2,113"	"1,127"	986	363	343	388	310	376	333	677	345	332	39	106	6	8
50	高雄市	613504	市立明義國中	44	15	16	13	"1,258"	686	572	238	195	249	205	199	172	326	163	163	34	71	3	9
50	高雄市	613505	市立餐旅國中	9	3	3	3	278	120	158	46	44	37	56	37	58	105	39	66	6	17	-	-
71	金門縣	714501	縣立金城國中	37	14	12	11	"1,093"	587	506	222	172	184	180	181	154	363	195	168	41	46	7	7
71	金門縣	714502	縣立金湖國中	16	5	5	6	447	228	219	83	56	67	87	78	76	114	58	56	21	18	5	6
71	金門縣	714503	縣立金寧國中(小)	7	3	2	2	180	94	86	34	34	21	28	39	24	56	28	28	6	13	5	3
71	金門縣	714504	縣立金沙國中	14	5	5	4	344	175	169	67	59	60	61	48	49	91	45	46	13	20	2	5
71	金門縣	714505	縣立烈嶼國中	6	2	2	2	125	65	60	20	22	19	23	26	15	48	25	23	11	8	2	5
72	連江縣	724501	縣立介壽國中(小)	6	2	2	2	132	69	63	17	19	30	25	22	19	34	18	16	9	6	4	4
72	連江縣	724502	縣立中正國中(小)	3	1	1	1	40	23	17	7	7	9	7	7	3	15	8	7	6	5	2	2
72	連江縣	724503	縣立中山國中	3	1	1	1	63	38	25	9	6	15	10	14	9	17	9	8	6	7	2	2
72	連江縣	724504	縣立敬恆國中(小)	3	1	1	1	18	8	10	-	1	4	4	4	5	8	6	2	2	7	2	3
72	連江縣	724505	縣立東引國中(小)	3	1	1	1	30	17	13	4	1	9	5	4	7	8	5	3	5	5	2	1
